organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,"tx_curr (n, dsd)","tx_curr (n, dsd, age_gt10sex)","tx_curr (n, dsd, age_lt10)","tx_new (n, dsd)","pmtct_stat (d, dsd, age) v2","pmtct_stat (n, dsd)","pmtct_stat (n, dsd, age)","pmtct_stat (n, dsd, ageknownnewresult)","pmtct_art (n, dsd, newexistingart)","pmtct_arv (n, dsd narrative)","pmtct_eid (n, dsd, agehivstatus)",HTC
p1jsPOYBrXI,Alheri Clinic and Maternity_U Turn (Karu),,,,,,,0,0,0,0,0,,0,86
Pqbub6HUDve,Alogani North Primary Health Care Center,,,,,,,,,,,,,,0
pHEvte9F4PK,Aloshi Primary Health Center,p.ng.IHVN.5604,,,,,,,,,,,,,0
A80lDEx4cG1,Alpha Medical Center,p.ng.IHVN.5663,,31,29,2,5,40,40,40,40,0,,0,196
zq2YHeCpp3A,Alumbugu Memorial Clinic,,,1,1,0,,7,7,7,7,0,,0,65
UOMFFnwJ35G,Amba Model Primary Health Center,p.ng.Pro Health.5627,,,,,,,,,,,,,0
kQDSnoWAUiZ,Amiri National Primary Health Care - Giza Development Area,p.ng.IHVN.5608,,,,,,,,,,,,,0
RoHlm7dugPM,Amosun Maternity Hospital,p.ng.IHVN.5613,,,,,,,,,,,,,0
Ii4VxgYKf7k,Ancho Primary Health Care Center,p.ng.Pro Health.5533,,,,,,,,,,,,,0
JqudjV9JqmP,Andaha Primary Health Care Center,p.ng.Pro Health.5529,,0,0,0,0,136,136,136,136,4,,0,612
wVJN0Nim3QB,Angbas Clinic,p.ng.IHVN.5655,,27,25,2,6,3,3,3,3,1,,0,67
SXPKvnIVVAx,Angbashi Primary Health Center,p.ng.IHVN.5559,,,,,,78,78,78,78,2,,0,664
StdZqGX4NXD,Anguwan Waje Primary Health Care,p.ng.IHVN.5610,,263,263,0,29,592,592,592,592,15,,9,1583
io6LHdLaH4v,Angwan Jatau Primary Health Care Center,p.ng.Pro Health.5525,,0,0,0,0,32,32,32,32,0,,0,317
LjcKqJB5m8z,Angwan Loko Primary Health Center - Garaku,p.ng.IHVN.5631,,,,,,,,,,,,,0
bdhQrIQTyXm,Anointed Clinic,p.ng.IHVN.5598,,79,73,6,8,180,162,162,162,7,,18,232
SXB1EwVEKff,Ara 2 Primary Health Center,,,2,2,,2,61,61,61,61,2,,2,1672
A0ta1i6orqf,Arumangye Bosco Primary Health Center,p.ng.IHVN.5560,,23,23,,3,98,98,98,98,9,,2,1209
L7JDIgjJo7P,Arumchugbu Primary Health Care Center,p.ng.Pro Health.5706,,0,0,0,0,77,77,77,77,0,,2,357
FY9Jon1iRLU,Aso Panda Primary Health Care Center,p.ng.IHVN.5583,,14,14,,4,169,169,169,169,5,,0,1414
BjlE93CNlhG,Assakio Primary Health Center,p.ng.IHVN.5635,,61,61,0,15,147,147,147,147,8,,4,482
IAIrKgIdFUg,Auta Primary Health Center,p.ng.IHVN.5602,,17,17,0,1,74,74,74,74,2,,0,609
n689TO852Vd,Awe General Hospital,p.ng.IHVN.5545,,,,,,,,,,,,,0
uxzQP7ggTpz,Azara Primary Health Center,p.ng.IHVN.5547,,,,,,,,,,,,,0
R43psgnri43,Azomeh Clinic,p.ng.IHVN.5685,,348,334,14,28,24,15,15,15,0,,10,316
CW3pQyyW4mc,Azuba Bashayi Primary Health Center,p.ng.IHVN.5643,,32,32,,,41,41,41,41,2,,9,434
mAtXFXWCa2g,Azzara Model Primary Health Care,p.ng.IHVN.5548,,,,,,,,,,,,,0
xRzDpcLQI71,Bagaji Primary Health Care Center,p.ng.IHVN.5562,,,,,,,,,,,,,0
Jr325OdUjYX,Bakin Rijiya Primary Health Center,p.ng.IHVN.5634,,,,,,92,92,92,92,4,,1,413
d3SuyQOTOfB,Bakono Primary Health Center,,,,,,,127,127,127,127,1,,2,1244
LpwpgWBHZR0,Barkin Abdullahi Primary Health Center,p.ng.IHVN.5644,,,,,,82,82,82,82,2,,6,344
ElSQiDxfsDq,Baure Primary Health Care Center,p.ng.IHVN.5541,,,,,,,,,,,,,0
ntOw7ld1Mn0,Beacon Youth Initiative,,,,,,,,,,,,,,0
EbXYU9tNm8T,Best Clinic,p.ng.IHVN.5599,,76,73,3,10,9,9,9,9,0,,0,532
wqfGiWPNr7Z,Bethel Clinic and Maternity- Karu,,,,,,,,,,,,,,0
SxrK0VVE7V2,Blessed Trinity Clinic,p.ng.IHVN.5621,,36,35,1,1,63,63,63,63,1,,0,226
f9EYpOJXnW2,Burum-Burum Primary Health Center,p.ng.IHVN.5554,,42,42,,5,46,46,46,46,1,,0,236
FjtcTFHA0Ou,Burumburum Primary Health Care Center,p.ng.Pro Health.5670,,0,0,0,0,26,26,26,26,1,,0,271
Jh6G1gqw42r,Butus Medical Center,,,3,3,0,,3,3,3,3,0,,0,102
PKIGGA1CoX9,Catholic Maternity and Rural Health Center -Agwatashi,p.ng.CCFN.5682,,,,,,17,17,17,17,,,0,426
K6ULIpo6FpD,Center for Family Health Initiative,,,,,,,,,,,,,,0
ti56lBbjKom,Center for Social and Community Empowerment Initiative,,,,,,,,,,,,,,0
ARRRhJ6HvFr,Child Education and Community Development Initiative,,,,,,,,,,,,,,0
f9z2Q8wCSE0,Child Education and Community Development Initiative,,,,,,,,,,,,,,0
xsnHNSzyIdt,City International,p.ng.IHVN.5587,,30,30,,10,22,22,22,22,1,,0,201
qxmGS5tZ4fA,Community Life Advancement Project,,,,,,,,,,,,,,0
zaMvCntoP9M,Community Life Advancement Project,,,,,,,,,,,,,,0
AlHWYsy5u3m,Dalhatu Araf Specialist Hospital,p.ng.IHVN.5649,,4896,4737,159,171,1094,1094,1094,1094,50,,128,3715
XtPxGDr4vLl,Dehi Hospital and Maternity,p.ng.IHVN.5660,,44,43,1,4,6,6,6,6,0,,0,183
ksvfD19Wuy4,Destiny Clinic and Maternity,,,,,,,5,0,0,0,0,,0,103
e5ZNLK1GbTi,Diamond Clinic - Lafiya,,,151,146,5,42,73,73,73,73,17,,13,1454
RRd5oBXM8GV,Diamond Medical Clinic,,,,,,,,,,,,,,0
bZZaKZMr8b0,Diza Hospital,,,,,,,,,,,,,,0
ip51S0LAOIc,Dogye Private Clinic - Shuku,p.ng.IHVN.5677,,,,,,86,86,86,86,0,,2,188
deV3U03tS8F,Doma General Hospital,p.ng.IHVN.5558,,1965,1901,64,63,193,193,193,193,9,,23,997
HG2by37jpcY,Doma Model Primary Health Center (Doma),,,,,,,,,,,,,,0
xEytSJqElVY,Doma Primary Health Center,p.ng.IHVN.5551,,103,103,,36,301,301,301,301,7,,7,2086
qsS9YwrZSND,Doma Road Primary Health Care Center,p.ng.IHVN.5632,,160,160,0,26,465,465,465,465,27,,54,620
GCcO69CpYwL,Duduguru Primary Health Center,p.ng.IHVN.5681,,,,,,69,69,69,69,2,,3,517
K8gyfjrkdzO,Ebo Community Health and Development Initiative,,,,,,,,,,,,,,0
WwAqdosxvCi,Edabta Hospital,,,8,8,,3,18,18,18,18,0,,0,91
LNSwvNgnYrw,Edither Choice Hospital,,,3,3,,1,4,4,4,4,0,,0,54
p7HvPJCASMX,Effugobrinbo Model Primary Health Center,,,,,,,86,86,86,86,0,,0,515
Ng65MeqFCQY,Emotan Clinic and Maternity,p.ng.IHVN.5588,,29,29,,4,16,16,16,16,1,,1,94
fsZEZzxlYeV,Ettal Clinic and Maternity,p.ng.IHVN.5589,,34,34,,5,4,4,4,4,0,,0,34
AkaXCc7XRWc,Evangelical Church of West Africa (ECWA) Clinic and Maternity,p.ng.IHVN.4593,,,,,,,,,,,,,152
hhN6ggXHvlb,Evangelical Church of West Africa (ECWA) Comprehensive Health Center Clinic - Ara,p.ng.CCFN.5698,,,,,,,,,,,,,0
lQuZB3TSI1r,Evangelical Reformed Church of Christ (ERCC) Clinic - Keffi,p.ng.CCFN.5618,,,,,,11,11,11,11,1,,0,235
UAiWkGylFj4,Evangelical Reformed Church of Christ (ERCC) Clinic - Murya,p.ng.CCFN.5683,,145,137,8,25,78,78,78,78,4,,3,1045
e794XingGvd,Evangelical Reformed Church of Christ (ERCC) Primary Health Center - Daddare,p.ng.CCFN.5684,,,,,,0,0,0,0,,,0,170
eQRGVlBfDWl,Fadama North Primary Health center,,,,,,,53,53,53,53,0,,1,550
XjiIk618XYq,Fadama South Primary Health Care Center,p.ng.IHVN.5641,,,,,,42,42,42,42,1,,0,240
MOP2oGrDGp1,Family Health Care Foundation,,,,,,,,,,,,,,0
HdeEZrsL96S,Family Health Care Foundation,,,,,,,,,,,,,,0
RWdqaSSgb2q,Favour Clinic and Maternity,p.ng.IHVN.5590,,,,,,,,,,,,,0
Ro8QYYh2EVH,Federal Medical Center - Keffi,p.ng.IHVN.5579,,4483,4448,35,48,433,433,433,433,47,,0,1780
SQSNm138Z8x,Fountainhead Hospital,p.ng.IHVN.5591,,35,35,0,1,16,16,16,16,1,,0,77
Z02XPKYAcKB,Gadabuke Primary Health Center,p.ng.IHVN.5694,,,,,,,,,,,,,0
AARV8rqn3By,Garaku General Hospital,p.ng.IHVN.5625,,1056,1023,33,67,98,98,98,98,3,,20,818
kWjH337SA4n,Garaku Primary Health Center,p.ng.IHVN.5629,,,,,,,,,,,,,0
L1rx0pfeizq,Gaskiya Clinic,,,,,,,14,14,14,14,0,,0,227
oXD3VhttW9N,Gidan Ausa 2 Primary Health Center,,,,,,,37,37,37,37,1,,0,83
bAmNuqe1QtM,Gidan Buba Primary Health Care Center,p.ng.IHVN.5639,,,,,,58,58,58,58,2,,0,400
sPTIU3vUEd6,Gidan Maiakuya Primary Health Center,p.ng.IHVN.5638,,84,84,0,18,110,110,110,110,4,,7,436
fpOBJBEXXGy,Gidan Zakara Primary Health Center,p.ng.IHVN.5570,,32,32,,2,150,150,150,150,2,,0,516
qBIEOUtbVC0,Ginda B Primary Health Care Center,p.ng.Pro Health.5674,,,,,,,,,,,,,0
YmOky8alW1d,Gitata Primary Health Center,p.ng.IHVN.5572,,1,1,,1,152,152,152,152,2,,0,633
esd8YB9wiQX,Giza Primary Health Center,p.ng.IHVN.5605,,,,,,,,,,,,,0
MzCytx8YIJR,Gora Primary Health Center,p.ng.IHVN.5561,,44,44,0,2,81,81,81,81,2,,2,378
WSMZ2SYgAFZ,Gosha Clinic And Maternity,,,15,15,0,3,0,0,0,0,0,,0,178
Z8npNw6YRd9,Goshen Clinic and Maternity,p.ng.IHVN.5592,,,,,,,,,,,,,0
iJszAqdhmdK,Graceland Clinic - Lafiya,,,63,62,1,12,15,15,15,15,1,,0,342
CfgHRysxMXP,Gudi Primary Health Care Center,p.ng.Pro Health.5528,,,,,,152,152,152,152,0,,0,0
kef3pIqRSsN,Gunduma Primary Health Center,p.ng.IHVN.5569,,1,1,,1,82,82,82,82,0,,0,395
mOAoabEBP7p,Gurku II Primary Health center,,,,,,,76,76,76,76,0,,0,529
UsL1KSoB9rp,Gwadenye Primary Health Center,,,,,,,46,46,46,46,4,,0,401
vdTCOak4FFX,Gwagi Primary Health Care Center,p.ng.Pro Health.5710,,,,,,,,,,,,,0
dkHNEHffzJp,Gwanje Primary Health Care Center,p.ng.Pro Health.5523,,,,,,,,,,,,,0
aiBbdqAhvp9,Hawawu Clinic and Maternity,,,,,,,6,5,5,5,0,,0,43
PJLNiF4iUNG,Heartland Alliance Foundation,,,,,,,,,,,,,,
GUdc1cOWvx8,Hebron Clinic,,,,,,,,,,,,,,0
YYOkXrGd1qC,Help International,,,,,,,,,,,,,,0
phpPcHXgNFs,Henad Medical Center,p.ng.IHVN.5661,,72,67,5,6,10,10,10,10,1,,0,114
Wd5UZeOOfHJ,Hiltop Hospital,,,28,27,1,6,0,0,0,0,0,,0,76
pXgZB9lRfIy,His Mercy Hospital,p.ng.IHVN.5574,,,,,,,,,,,,,0
YVk6aoeOl9Z,Idadu Primary Health Center,p.ng.IHVN.5552,,56,56,,13,57,57,57,57,1,,1,602
I4SR0c59bRn,Igbabo Primary Health Center,,,1,1,,1,74,74,74,74,1,,0,1421
Ze1KoeUk22P,Ikon Allah Iroh Hospital,p.ng.IHVN.5687,,93,85,8,9,9,9,9,9,1,,0,174
CpAIWDZlics,Imani Clinic,,,24,23,1,7,43,43,43,43,2,,0,156
DM5ZL50xECQ,Imani Clinic,p.ng.IHVN.5615,,,,,,,,,,,,,156
yV92ImlsrjD,Immanuela Clinic,,,15,13,2,7,2,2,2,2,0,,0,91
djfbPI3n1OQ,Imon Primary Health Center,,,141,141,0,31,62,62,62,62,4,,0,177
UH5S08RwPAJ,Innovative Solution for Development,,,,,,,,,,,,,,0
q9sHkiEWN2C,Innovative Solutions for Development,,,,,,,,,,,,,,0
BGnDBDqfG3y,Ittah Primary Health Care Center,,,,,,,32,32,32,32,0,,0,210
HETOvSlJhzQ,Iwagu Primary Health Center,p.ng.IHVN.5606,,,,,,,,,,,,,0
te2cTfhz3kn,Jama'a Medical Center,p.ng.IHVN.5612,,,,,,,,,,,,,0
SlZ4BxhZbot,Jangwa Primary Health Care Center,p.ng.IHVN.5549,,,,,,,,,,,,,0
HaeGk76xBrx,Jankanwa Primary Health Center,,,5,5,,5,96,96,96,96,7,,0,382
CObWhYb9CZS,Jatau Clinic,p.ng.IHVN.5544,,,,,,,,,,,,,0
PsXUY23seMD,Jibawu Multipurpose Foundation,,,,,,,,,,,,,,0
S8bUTceY2E3,Justice Development and Peace Lafia,,,,,,,,,,,,,,0
fg7rWUILcLg,K-Health (Adult Adolescent Program),,,607,607,,19,26,26,26,26,7,,15,122
G6BFvIFNBrL,Kabusu Primary Health center,,,,,,,35,35,35,35,0,,0,225
JWxRzMCgQo6,Kadarko National Primary Health Care - Giza Development Area,p.ng.IHVN.5607,,,,,,127,127,127,127,10,,0,307
OeKDkdix9oU,Kagbu B Primary Health Care Center,p.ng.Pro Health.5669,,,,,,,,,,,,,0
frBe0rDEEHY,Kagbu Erroh Primary Health Care Center,p.ng.Pro Health.5676,,,,,,,,,,,,,0
D6EFI1Z7tKO,Karshi Primary Health Center,p.ng.IHVN.5584,,13,13,,,119,119,119,119,2,,0,168
sB8cWMd8QyO,Karu Primary Health Center,p.ng.IHVN.5564,,135,135,0,30,233,233,233,233,11,,17,1704
QFm0xFit39X,Katakpa Primary Health Center,p.ng.IHVN.5695,,,,,,110,110,110,110,0,,0,716
dEdIRvW5yEP,Kaudiya Clinic,,,,,,,,,,,,,,0
swGd0hz84FV,Keana General Hospital,p.ng.IHVN.5609,,,,,,,,,,,,,0
P57IvbVY9gk,Keffi General Hospital,p.ng.IHVN.5616,,431,407,24,36,121,121,121,121,9,,0,871
RJ8L7b1dMEY,Keffi Shanu Primary Health Center,p.ng.IHVN.5585,,,,,,,,,,,,,0
eDVeHHk1oRf,Kekura Primary Health Care Center,p.ng.IHVN.5540,,,,,,,,,,,,,0
hDgdb8vCEOa,Kingscare Hospital,p.ng.IHVN.5576,,29,29,0,3,91,90,90,90,2,,1,203
bOxGUfuW2y6,Kofan Gwari Primary Health Care Center,p.ng.IHVN.5580,,,,,,,,,,,,,0
NBwkaNDSeeJ,Kokona Primary Health Center,p.ng.IHVN.5626,,,,,,,,,,,,,0
J0NrWBfwPQF,Koroduma Primary Health Care Center,p.ng.IHVN.5565,,,,,,,,,,,,,0
O0CNsUlE8C0,Kowa Hospital,p.ng.IHVN.5617,,152,152,0,11,33,33,33,33,1,,2,143
DEdtkG9rFC9,Kowa Hospital,p.ng.IHVN.5620,,,,,,,,,,,,,143
fqtnTvp5Lds,Kpamu Shammah Hospital,p.ng.IHVN.5593,,163,154,9,18,53,53,53,53,0,,0,287
TCvIlVIDqfP,Kpukpawu  Comprehensive Health Center,p.ng.Pro Health.5537,,,,,,,,,,,,,0
aY3NguuFWmw,Kunwarke Clinic - Kasakuwa,,,,,,,,,,,,,,0
u4iGW9gJUaT,Kwabe Primary Health Care Center,p.ng.Pro Health.5708,,,,,,,,,,,,,0
ru4E5BfLsib,Kwandere Primary Health Center,,,,,,,73,73,73,73,1,,0,307
L9Nt5hHGFDe,Kwara Primary Health Care Center,p.ng.Pro Health.5704,,0,0,0,0,21,21,21,21,0,,0,324
e58ySCUZZDQ,Kwari Eha Primary Health Care Center,p.ng.Pro Health.5678,,,,,,,,,,,,,0
R9rQ6tffALE,Kyakele Primary Health Center,,,,,,,98,98,98,98,1,,0,229
MXAJ9B6wUxm,Lafia Clinic,,,20,20,0,9,0,0,0,0,0,,0,95
nBkgFP6ol6e,Laminga Primary Health Center,,,2,2,,2,155,155,155,155,6,,0,2062
epkqf6fjTxb,Let Them Live Family Health Foundation,,,,,,,,,,,,,,0
BYGELKB46hM,Livia Shammah Hospitals Limited,p.ng.IHVN.5594,,16,16,0,1,10,10,10,10,0,,0,109
RbOZGOuyDlz,Loko 2 Kekura Road Primary Health Care Center,p.ng.IHVN.5665,,2,2,,2,106,106,106,106,2,,0,697
D62rPjDOlCP,Loko Primary Health Center,p.ng.IHVN.5656,,59,57,2,19,224,224,224,224,2,,2,1061
KVQFD5ZXXPE,Luvu Madaki Clinic,,,1,1,,1,77,77,77,77,1,,0,123
RK50nYp7Rum,M&D Hospital,p.ng.IHVN.5645,,55,53,2,,5,4,4,4,0,,3,113
uIiPHxfusOL,Main Town Nasarawa Primary Health Care,p.ng.IHVN.5662,,253,236,17,67,76,76,76,76,7,,15,1280
wjalahQZz3U,Mak-Lin Clinic,p.ng.IHVN.5628,,,,,,,,,,,,,0
Hrnl2dZ0ymS,Maraba Clinic and Maternity,p.ng.IHVN.5575,,42,42,0,4,34,34,34,34,1,,0,78
ijx91LFbWMZ,Maraba Gurku Primary Health Center,p.ng.IHVN.5566,,103,103,0,50,539,539,539,539,14,,18,855
ihhL2FzZvAr,Maranatha Hospital- Karu,,,5,5,,2,7,7,7,7,0,,0,132
NvU04S14ZHq,Mararaba Akunza Primary Health Center,,,,,,,71,71,71,71,3,,0,184
DgJ9ldI9D31,Mararaba Charity Hospital,,,33,33,,14,1,1,1,1,0,,0,179
UBPvkBtKbgd,Mararaba Gongon Primary Health Center,p.ng.Pro Health.5702,,0,0,0,0,70,70,70,70,3,,2,422
tyyZQSN5D4p,Mararaba Guruku Medical Center,p.ng.IHVN.5577,,3084,2989,95,147,521,521,521,521,57,,68,1124
EP1dUbwLtP4,Mararaba Odege Primary Health Care Center,p.ng.IHVN.5658,,164,154,10,40,71,71,71,71,10,,11,404
a1NJaUQ6ydV,Marmara Primary Health Center,,,,,,,77,77,77,77,0,,4,2544
zEA6UJ3Z2Dg,Masaka Primary Health Care,p.ng.IHVN.5567,,312,301,11,65,503,503,503,503,31,,40,686
hVLfP6YdDUO,Masaka Specialist Hospital,p.ng.IHVN.5596,,,,,,,,,,,,,0
cHhkQZN15Cx,Mayday Specialist Hospital and Maternity,p.ng.IHVN.5581,,74,72,2,15,62,62,62,62,0,,0,289
NvELLs4QbaL,Minlap Clinic,p.ng.IHVN.5630,,,,,,,,,,,,,0
ciyPJgQp3RC,Mission Team Andaha,,,,,,,,,,,,,,0
LGx7o765SJ4,Mochu Clinic,p.ng.Pro Health.5535,,,,,,,,,,,,,0
bSStAmRj1CK,Mohammad Abdullahi Wase Specialist Hospital,p.ng.FGHiN.4592,,,,,,,,,,,,,0
Jr8X5lIzm3h,Moroa Primary Health Care Center,p.ng.Pro Health.5527,,0,0,0,0,46,46,46,46,1,,0,542
PgLHCoQHTl6,Mother and Child Care Enhancement Foundation,,,,,,,,,,,,,,0
KrNjWYgoaIe,Mother and Child Welfare Clinic 1,,,32,32,0,12,67,67,67,67,3,,0,781
hs7rsuECOYM,Musawa Hospital,,,,,,,,,,,,,,0
PAZ9TgvxDjz,Nagari Allah Magani Hospital,p.ng.IHVN.5619,,,,,,,,,,,,,0
QENzaxN9LMG,Nakere Primary Health Care Center,p.ng.Pro Health.5701,,,,,,,,,,,,,0
D1T4Yg07e0C,Nakowa Clinic,p.ng.IHVN.5563,,161,147,14,17,70,65,65,65,1,,0,581
pRGTAf2NH2L,Nakuse Primary Health Center,p.ng.IHVN.5688,,,,,,,,,,,,,0
MqsGY8t2wzm,Namu Clinic,p.ng.IHVN.5650,,87,85,2,14,11,11,11,11,0,,1,151
QTUwzHABQaB,Nasara Clinic and Maternity,p.ng.IHVN.5622,,,,,,,,,,,,,0
x0fdu53uYLh,"Nasara Clinic, Ara",p.ng.IHVN.5664,,58,54,4,10,15,15,15,15,1,,0,525
KMLMCZ5fC94,Nasarawa Eggon General Hospital,p.ng.Pro Health.5675,,1734,1664,70,70,185,185,185,185,16,,17,736
epSjBStqa1B,Nasarawa Eggon Primary Health Care Center,p.ng.Pro Health.5668,,,,,,,,,,,,,0
RTcFVqHfMZH,Nasarawa Medical Center,p.ng.IHVN.5659,,42,42,0,2,13,13,13,13,0,,0,101
FzWsHN37gF0,New Era Clinic,,,32,28,4,11,14,14,14,14,2,,1,532
P9buaLoYfV6,New Market Road Primary Health Center,p.ng.IHVN.5654,,189,189,0,11,638,638,638,638,22,,14,1261
AS4Fo6AN4F1,Ninga Primary Health Care Center,p.ng.Pro Health.5536,,0,0,0,0,32,32,32,32,0,,0,174
MYgtY8vQtdn,Nisi Hospital,p.ng.IHVN.5600,,52,52,0,5,41,31,31,31,1,,0,160
R48oGDJNgnv,Nunku Primary Health Care Center,p.ng.Pro Health.5524,,0,0,0,0,94,94,94,94,3,,1,515
J5bNl9I7Zao,Nyanya Gbagi Primary Health Care Center,p.ng.IHVN.5582,,43,43,0,1,119,119,119,119,2,,0,378
GdW7CTTp0jO,Nyekasi Nursing Home,,,2,2,,,18,6,6,6,0,,0,161
kNVBrpSSarY,Obi Primary Health Care Center - Agyragu,p.ng.IHVN.5680,,236,219,17,39,174,174,174,174,9,,0,593
lKJ3w4t5mCm,Ogbagi Primary Health Care Center,p.ng.Pro Health.5667,,,,,,,,,,,,,0
BL8YleBQlYM,Ogufa Primary Health Center,,,,,,,0,0,0,0,0,,0,0
o2GMPgAYM7e,Ogupa Primary Health Center,,,3,3,,3,80,80,80,80,3,,0,253
Bm1SmqJLceB,Ojone Favour,p.ng.IHVN.5595,,63,63,0,6,43,40,40,40,0,,0,151
tIs747BlDIu,Okpatte Primary Health Center,p.ng.IHVN.5553,,10,10,,2,111,111,111,111,4,,0,1632
nwnSQmMe8w3,Old Town Awe Primary Health Center,p.ng.IHVN.5546,,,,,,,,,,,,,0
eiqXUByOSID,Olivet Medical Center,p.ng.IHVN.5651,,34,30,4,3,6,6,6,6,0,,2,105
tfUTOpsD1OR,Omatdefu Clinic and Maternity,p.ng.Pro Health.5679,,,,,,,,,,,,,0
THPqBF5gJq3,Ome Primary Health Center,,,,,,,44,44,44,44,2,,0,263
sZMuKpmkNqy,Onda Primary Health Care Center,,,,,,,27,27,27,27,0,,0,617
mkGCe2FKpYh,Ondori Primary Health Care Clinic,,,,,,,85,85,85,85,0,,0,454
p4IDnp3bLHA,Orient Hospital,p.ng.Pro Health.5532,,,,,,,,,,,,,0
faDHc74njXW,Oshyegba Medical Center,p.ng.IHVN.5652,,80,79,1,11,14,14,14,14,1,,0,202
K57MkWyAj2Y,Our Lady of Apostles Hospital - Akwanga,p.ng.CCFN.5539,,2815,2726,89,45,112,112,112,112,38,,27,4685
U5N1HnNpRM2,Owoche Clinic and Maternity,,,43,43,0,8,73,73,73,73,3,,1,1454
ftV07Di8rya,Owusoweshi Clinic,,,,,,,16,16,16,16,0,,0,290
sLh8sY6dAYy,Panda General Hospital,p.ng.IHVN.5578,,,,,,,,,,,,,0
tJTcnK5F2Te,Panda Primary Health Center,p.ng.IHVN.5571,,,,,,,,,,,,,0
ql5itoWziK0,Pijag Maternity Home,p.ng.IHVN.5601,,47,46,1,2,55,40,40,40,2,,2,150
dV0bMslUZ3p,Polytechnic Clinic,,,8,8,0,5,0,0,0,0,0,,0,48
jpJp7028wPe,Raah Hospitals,,,4,3,1,4,4,4,4,4,0,,0,39
lPVMyTCU5Yy,Rafin Kwara Primary Health Care,p.ng.IHVN.5568,,43,43,0,5,71,71,71,71,5,,0,311
mURaOCv9LU1,Ribi Primary Health Center,p.ng.IHVN.5542,,,,,,,,,,,,,0
laybCTV6lj7,Rija Primary Health Care Center,,,,,,,,,,,,,,0
qZmwoo3H62F,Rinze Primary Health Care Center,p.ng.Pro Health.5538,,,,,,,,,,,,,0
DOWX4SxIJkP,Royal Hospital - Akwanga,p.ng.Pro Health.5531,,,,,,,,,,,,,0
StYXuxPkRmu,Ruga Juli Primary Health Center,,,1,1,,1,115,115,115,115,1,,0,185
tA9VHG3QhOC,Rukubi Primary Health Center,p.ng.IHVN.5556,,50,50,,8,148,148,148,148,3,,5,1846
PRRdNaG3twk,Sabo Clinic,p.ng.IHVN.5557,,164,155,9,8,95,95,95,95,2,,8,1549
NcR8qdoxBKB,Sabon Gida Primary Health Care - Shendam Road,p.ng.IHVN.5636,,,,,,47,47,47,47,0,,0,89
KBrRnwCYJdj,Sadanji Medical Center,p.ng.IHVN.5653,,50,50,0,2,6,6,6,6,0,,2,142
opJ9F5dfOp4,Safe Environment Watch,,,,,,,,,,,,,,0
nwL9M4VC8bE,Sagbagyi Primary Health Care Center,,,,,,,24,24,24,24,0,,0,258
Ok0YiBrV8xg,Sauki Health Clinic,,,,,,,57,57,57,57,0,,0,81
klhrcE8J7I9,Sauki Hospital,p.ng.IHVN.5647,,159,152,7,9,37,37,37,37,0,,0,211
ZBFgkyECWkA,Shabu Model Comprehensive Center,p.ng.IHVN.5642,,2275,2275,0,544,203,203,203,203,5,,10,839
akamZ5EwbG8,Shaffan Kwoto Primary Health Center,p.ng.IHVN.5696,,,,,,,,,,,,,0
GdAqcY5seM7,Shalom Clinic,,,19,18,1,4,36,18,18,18,0,,3,209
XGeCjqdHqkc,Shelter Life Environmental Initiative,,,,,,,,,,,,,,0
BDW4hbozh4N,Shukura Specialist Hospital,p.ng.IHVN.5614,,,,,,,,,,,,,0
LuriTXe192m,Sisinbaki  Primary Health Care Center,p.ng.Pro Health.5703,,,,,,,,,,,,,0
VX3eOZwUQUa,SMC Clinic And Maternity,,,,,,,,,,,,,,0
AUHIupTVNCu,Source of Hope Foundation,,,,,,,,,,,,,,0
nHzMmotg0fA,St. Bernards Clinic - Akanga,p.ng.CCFN.5686,,104,96,8,7,56,56,56,56,1,,0,894
payL4GaQ2Y7,Tabu  Primary Health Care Center,p.ng.Pro Health.5534,,,,,,,,,,,,,0
NWioneeOdhI,Taimako Clinic and Maternity,,,8,8,,5,12,12,12,12,0,,0,187
F069O0zAN9F,Tamaiko Clinic,p.ng.IHVN.5624,,,,,,,,,,,,,0
FBBTY7S1T4S,Tatara Primary Health Center,p.ng.IHVN.5573,,1,1,,1,37,37,37,37,1,,0,338
Q91KTmTDhIb,The Chrane Hospital,,,6,6,0,3,12,7,7,7,1,,0,75
ljhQa0HY4zl,Toto Model Primary Health Center,p.ng.IHVN.5689,,,,,,,,,,,,,0
SAJDYA15h39,Tudu Uku Primary Health Care Center,p.ng.IHVN.5697,,,,,,,,,,,,,0
yBFTsDiVfQ4,Tudun Adabu Primary Health Center,,,54,54,0,12,70,70,70,70,4,,0,533
I5uopLtCGdv,Tudun Gwandara Primary Health Center,p.ng.IHVN.5633,,84,84,0,36,232,232,232,232,9,,5,1062
YdTdVEBHiju,Tunga Primary Health Care Center,p.ng.IHVN.5550,,,,,,,,,,,,,0
VtGcbFFQpNX,Tunga Primary Health Center,,,,,,,53,53,53,53,0,,0,156
Kla7uGJOmDM,Ubbe Primary Health Care Center,p.ng.Pro Health.5671,,,,,,,,,,,,,0
IQwzzopyDHX,Ugah Primary Health Center,p.ng.IHVN.5640,,,,,,71,71,71,71,1,,3,368
RhbmSYPNPAx,Ugya Primary Health Center,p.ng.IHVN.5691,,,,,,,,,,,,,0
